794624.648881,2490894.02597
794624.649115,2490894.01878
794624.649352,2490894.01153
794624.6496,2490894.00399
794624.649849,2490893.99643
794624.650099,2490893.98886
794624.650351,2490893.98129
794624.650604,2490893.97371
794624.650858,2490893.96614
794624.651112,2490893.95859
794624.651369,2490893.95101
794624.651625,2490893.94345
794624.651884,2490893.93587
794624.652143,2490893.92829
794624.652404,2490893.92069
794624.652665,2490893.91314
794624.65293,2490893.90547
794624.653194,2490893.89789
794624.65346,2490893.89026
794624.65378,2490893.88108
794624.653996,2490893.875
794624.654263,2490893.86742
794624.654532,2490893.85982
794624.654815,2490893.85186
794624.655098,2490893.84391
794624.655381,2490893.83597
794624.655665,2490893.82804
794624.655952,2490893.82008
794624.65624,2490893.81209
794624.656526,2490893.80416
794624.656815,2490893.79621
794624.657103,2490893.78827
794624.657393,2490893.78032
794624.657692,2490893.77215
794624.657994,2490893.76392
794624.658293,2490893.75577
794624.658597,2490893.74751
794624.658899,2490893.73934
794624.659203,2490893.73114
794624.659505,2490893.72299
794624.659812,2490893.71475
794624.660116,2490893.7066
794624.660424,2490893.69835
794624.66074,2490893.68991
794624.661057,2490893.68143
794624.661375,2490893.67296
794624.661695,2490893.66447
794624.662013,2490893.65603
794624.662335,2490893.64752
794624.662654,2490893.63907
794624.662976,2490893.63058
794624.663297,2490893.62213
794624.663621,2490893.61361
794624.663954,2490893.60484
794624.66429,2490893.59603
794624.664624,2490893.58727
794624.664642,2490893.58733
794624.6652,2490893.57234
794624.665602,2490893.56171
794624.665938,2490893.55292
794624.666273,2490893.54419
794624.666611,2490893.53541
794624.666951,2490893.52657
794624.667291,2490893.51773
794624.667631,2490893.5089
794624.667973,2490893.50005
794624.668312,2490893.49127
794624.668656,2490893.48238
794624.668999,2490893.47353
794624.669342,2490893.46466
794624.669685,2490893.45584
794624.670028,2490893.44699
794624.670372,2490893.43816
794624.670729,2490893.42893
794624.671083,2490893.41983
794624.671439,2490893.41066
794624.671795,2490893.4015
794624.672151,2490893.39235
794624.672534,2490893.38243
794624.672865,2490893.37402
794624.67322,2490893.3649
794624.673578,2490893.35572
794624.673936,2490893.34652
794624.674302,2490893.3371
794624.674671,2490893.32761
794624.675036,2490893.31823
794624.675403,2490893.30879
794624.675769,2490893.2994
794624.676138,2490893.28991
794624.676505,2490893.28048
794624.676871,2490893.27106
794624.677239,2490893.26161
794624.677606,2490893.25216
794624.677983,2490893.24245
794624.67836,2490893.23272
794624.678737,2490893.22301
794624.679114,2490893.21329
794624.67949,2490893.20361
794624.679868,2490893.19387
794624.680245,2490893.18415
794624.680622,2490893.17445
794624.681,2490893.16469
794624.681376,2490893.15502
794624.68176,2490893.1451
794624.682142,2490893.13521
794624.682526,2490893.12528
794624.68291,2490893.11535
794624.683293,2490893.10543
794624.683676,2490893.09554
794624.684061,2490893.0856
794624.684445,2490893.07568
794624.684828,2490893.06577
794624.685212,2490893.05586
794624.6856,2490893.04586
794624.68599,2490893.03577
794624.686379,2490893.02572
794624.68677,2490893.01566
794624.687161,2490893.0056
794624.687551,2490892.99555
794624.687942,2490892.98552
794624.688334,2490892.97546
794624.688727,2490892.9654
794624.68912,2490892.95536
794624.689518,2490892.94516
794624.689919,2490892.9349
794624.690319,2490892.92468
794624.690721,2490892.91446
794624.691122,2490892.90427
794624.691525,2490892.89401
794624.691929,2490892.88379
794624.692333,2490892.8736
794624.692739,2490892.86337
794624.693146,2490892.85314
794624.693557,2490892.84282
794624.693971,2490892.83241
794624.694389,2490892.82191
794624.694798,2490892.81173
794624.695215,2490892.80137
794624.695634,2490892.79096
794624.696052,2490892.78065
794624.696472,2490892.77031
794624.696892,2490892.75998
794624.697316,2490892.74962
794624.697746,2490892.73906
794624.69818,2490892.72845
794624.698614,2490892.71788
794624.699049,2490892.70733
794624.699486,2490892.69674
794624.699925,2490892.68618
794624.700365,2490892.67564
794624.700808,2490892.66507
794624.701253,2490892.65453
794624.7017,2490892.64394
794624.702155,2490892.63312
794624.702612,2490892.62232
794624.703072,2490892.61152
794624.703534,2490892.6007
794624.703999,2490892.58989
794624.704465,2490892.57911
794624.704935,2490892.56827
794624.705408,2490892.55745
794624.705884,2490892.54662
794624.706361,2490892.53588
794624.706848,2490892.52484
794624.707338,2490892.5138
794624.707833,2490892.50274
794624.70833,2490892.49171
794624.708832,2490892.48062
794624.709335,2490892.46963
794624.709843,2490892.45858
794624.710356,2490892.44751
794624.710871,2490892.43649
794624.711392,2490892.42544
794624.711921,2490892.41418
794624.712456,2490892.4029
794624.712996,2490892.39159
794624.713537,2490892.38037
794624.714087,2490892.36903
794624.71464,2490892.35771
794624.715196,2490892.34647
794624.715758,2490892.3352
794624.716325,2490892.3239
794624.716896,2490892.31263
794624.717475,2490892.30121
794624.71806,2490892.28982
794624.718647,2490892.2785
794624.719242,2490892.26709
794624.719841,2490892.25569
794624.720445,2490892.24433
794624.721055,2490892.23295
794624.721672,2490892.22154
794624.722292,2490892.21021
794624.722919,2490892.19882
794624.723556,2490892.18726
794624.724199,2490892.17568
794624.724846,2490892.16415
794624.725498,2490892.15268
794624.726247,2490892.13744
794624.726856,2490892.12823
794624.727528,2490892.11667
794624.728207,2490892.10512
794624.728891,2490892.09358
794624.729578,2490892.08218
794624.730273,2490892.07074
794624.730973,2490892.05935
794624.731681,2490892.04793
794624.732395,2490892.03653
794624.733117,2490892.02511
794624.733845,2490892.01373
794624.734579,2490892.00237
794624.735321,2490891.99097
794624.736071,2490891.97956
794624.73684,2490891.9677
794624.737616,2490891.95586
794624.738398,2490891.94404
794624.739188,2490891.93224
794624.739987,2490891.92038
794624.740794,2490891.90855
794624.741608,2490891.89671
794624.742431,2490891.88487
794624.742958,2490891.88502
794624.744083,2490891.86137
794624.744928,2490891.84933
794624.745783,2490891.83726
794624.746644,2490891.82528
794624.747515,2490891.81322
794624.748395,2490891.80119
794624.749284,2490891.78917
794624.750183,2490891.77708
794624.751091,2490891.76501
794624.752007,2490891.75301
794624.752932,2490891.74099
794624.753867,2490891.72897
794624.754815,2490891.71684
794624.755768,2490891.70488
794624.756746,2490891.69235
794624.757708,2490891.68081
794624.758693,2490891.66877
794624.759687,2490891.6568
