timestamp,x,y
1592473281.4467237,0.0,0.0
1592473281.4573622,0.0,0.0
1592473281.4666693,0.0,0.0
1592473281.4767017,0.0,0.0
1592473281.4866562,0.0,0.0
1592473281.4967058,0.0,0.0
1592473281.5066512,0.0,0.0
1592473281.5187206,0.0,0.0
1592473281.5266893,0.0,0.0
1592473281.5367138,0.0,0.0
1592473281.5466642,0.0,0.0
1592473281.5566816,0.0,0.0
1592473281.5666544,0.0,0.0
1592473281.5786679,0.0,0.0
1592473281.5867343,0.0,0.0
1592473281.5967116,0.0,0.0
1592473281.6066997,0.0,0.0
1592473281.6167114,0.0,0.0
1592473281.6266975,0.0,0.0
1592473281.6366768,0.0,0.0
1592473281.646762,0.0,0.0
1592473281.6566994,0.0,0.0
1592473281.666711,0.0,0.0
1592473281.6766949,0.0,0.0
1592473281.6866946,0.0,0.0
1592473281.696655,0.0,0.0
1592473281.7067037,0.0,0.0
1592473281.7167637,0.0,0.0
1592473281.726712,0.0,0.0
1592473281.736703,0.0,0.0
1592473281.7467096,0.0,0.0
1592473281.7566974,0.0,0.0
1592473281.7666974,0.0,0.0
1592473281.7767212,0.0,0.0
1592473281.7867124,0.0,0.0
1592473281.7967093,0.0,0.0
1592473281.8046994,0.0,0.0
1592473281.8173118,0.0,0.0
1592473281.8266768,0.0,0.0
1592473281.8366964,0.0,0.0
1592473281.8467803,0.0,0.0
1592473281.8566887,0.0,0.0
1592473281.8666804,0.0,0.0
1592473281.876713,0.0,0.0
1592473281.8881216,0.0,0.0
1592473281.8966954,0.0,0.0
1592473281.90667,0.0,0.0
1592473281.9166958,0.0,0.0
1592473281.9267218,0.0,0.0
1592473281.9366639,0.0,0.0
1592473281.9484262,0.0,0.0
1592473281.9567013,0.0,0.0
1592473281.966689,0.0,0.0
1592473281.9766834,0.0,0.0
1592473281.9867032,0.0,0.0
1592473281.9972165,0.0,0.0
1592473282.0066729,0.0,0.0
1592473282.0192082,0.0,0.0
1592473282.0271997,0.0,0.0
1592473282.0371995,0.0,0.0
1592473282.0472474,0.0,0.0
1592473282.0571938,0.0,0.0
1592473282.067214,0.0,0.0
1592473282.0772092,0.0,0.0
1592473282.087208,0.0,0.0
1592473282.0972085,0.0,0.0
1592473282.107203,0.0,0.0
1592473282.1172197,0.0,0.0
1592473282.1287615,0.0,0.0
1592473282.135192,0.0,0.0
1592473282.14724,0.0,0.0
1592473282.157179,0.0,0.0
1592473282.1671674,0.0,0.0
1592473282.1772177,0.0,0.0
1592473282.187197,0.0,0.0
1592473282.1981134,0.0,0.0
1592473282.2073336,0.0,0.0
1592473282.217203,0.0,0.0
1592473282.2271998,0.0,0.0
1592473282.2371984,0.0,0.0
1592473282.2472472,0.0,0.0
1592473282.2572048,0.0,0.0
1592473282.2672024,0.0,0.0
1592473282.2772064,0.0,0.0
1592473282.2872138,0.0,0.0
1592473282.2971551,0.0,0.0
1592473282.3071573,0.0,0.0
1592473282.317217,0.0,0.0
1592473282.3272276,0.0,0.0
1592473282.3371704,0.0,0.0
1592473282.3472054,0.0,0.0
1592473282.3571901,0.0,0.0
1592473282.3671772,0.0,0.0
1592473282.3776448,0.0,0.0
1592473282.3872135,0.0,0.0
1592473282.397195,0.0,0.0
1592473282.4071867,0.0,0.0
1592473282.4171624,0.0,0.0
1592473282.4272013,0.0,0.0
1592473282.4371665,0.0,0.0
1592473282.4501061,0.0,0.0
1592473282.4571998,0.0,0.0
1592473282.4671705,0.0,0.0
1592473282.477196,0.0,0.0
1592473282.4872024,0.0,0.0
1592473282.497203,0.0,0.0
1592473282.5071988,0.0,0.0
1592473282.5171933,0.0,0.0
1592473282.5272038,0.0,0.0
1592473282.5372055,0.0,0.0
1592473282.5472205,0.0,0.0
1592473282.5571563,0.0,0.0
1592473282.5672052,0.0,0.0
1592473282.5778039,0.0,0.0
1592473282.5871818,0.0,0.0
1592473282.5971856,0.0,0.0
1592473282.607191,0.0,0.0
1592473282.6171997,0.0,0.0
1592473282.6271942,0.0,0.0
1592473282.6371975,0.0,0.0
1592473282.6472213,0.0,0.0
1592473282.6572163,0.0,0.0
1592473282.6672213,0.0,0.0
1592473282.6771817,0.0,0.0
1592473282.6871984,0.0,0.0
1592473282.6972067,0.0,0.0
1592473282.7071795,0.0,0.0
1592473282.7172067,0.0,0.0
1592473282.7271793,0.0,0.0
1592473282.7372067,0.0,0.0
1592473282.7472408,0.0,0.0
1592473282.7572043,0.0,0.0
1592473282.7671697,0.0,0.0
1592473282.7772107,0.0,0.0
1592473282.7871878,0.0,0.0
1592473282.7971983,0.0,0.0
1592473282.807203,0.0,0.0
1592473282.817205,0.0,0.0
1592473282.8272023,0.0,0.0
1592473282.837197,0.0,0.0
1592473282.847279,0.0,0.0
1592473282.8571768,0.0,0.0
1592473282.8672051,0.0,0.0
1592473282.8772023,0.0,0.0
1592473282.8871753,0.0,0.0
1592473282.8971975,0.0,0.0
1592473282.9072123,0.0,0.0
1592473282.917175,0.0,0.0
1592473282.9272356,0.0,0.0
1592473282.937167,0.0,0.0
1592473282.9471931,0.0,0.0
1592473282.9571838,0.0,0.0
1592473282.9672108,0.0,0.0
1592473282.9772575,0.0,0.0
1592473282.9872117,0.0,0.0
1592473282.9971716,0.0,0.0
1592473283.0071812,0.0,0.0
1592473283.0172098,0.0,0.0
1592473283.0271742,0.0,0.0
1592473283.0371842,0.0,0.0
1592473283.0472806,0.0,0.0
1592473283.057197,0.0,0.0
1592473283.0671997,0.0,0.0
1592473283.0771947,0.0,0.0
1592473283.0871608,0.0,0.0
1592473283.0972009,0.0,0.0
1592473283.1071973,0.0,0.0
1592473283.117217,0.0,0.0
1592473283.1271975,0.0,0.0
1592473283.1371772,0.0,0.0
1592473283.1476977,0.0,0.0
1592473283.157172,0.0,0.0
1592473283.167195,0.0,0.0
