587679.585009,4141253.23778
587679.619886,4141253.3741
587679.63738,4141253.44218
587679.654897,4141253.51032
587679.672412,4141253.57843
587679.70733,4141253.71458
587679.724866,4141253.78271
587679.742411,4141253.85077
587679.759968,4141253.91887
587679.794932,4141254.05501
587679.812474,4141254.12315
587679.830012,4141254.19121
587679.847554,4141254.2593
587679.882488,4141254.3955
587679.899984,4141254.46364
587679.91747,4141254.53176
587679.934899,4141254.59993
587679.969727,4141254.73619
587679.987179,4141254.80437
587680.004634,4141254.8725
587680.02212,4141254.9407
587680.057011,4141255.07698
587680.074467,4141255.14519
587680.091884,4141255.21326
587680.109307,4141255.28142
587680.140215,4141255.41951
587680.156216,4141255.48806
587680.172217,4141255.55656
587680.188649,4141255.6259
587680.221802,4141255.76264
587680.237866,4141255.83114
587680.25392,4141255.89961
587680.269974,4141255.96807
587680.303098,4141256.10483
587680.31914,4141256.17335
587680.335184,4141256.24189
587680.368357,4141256.37873
587680.384472,4141256.44732
587680.400583,4141256.51586
587680.416698,4141256.5844
587680.432805,4141256.65292
587680.466089,4141256.78978
587680.482226,4141256.85829
587680.498368,4141256.92684
587680.514497,4141256.99541
587680.548559,4141257.1333
587680.564765,4141257.2019
587680.580965,4141257.27052
587680.597144,4141257.3391
587680.630436,4141257.47606
587680.646588,4141257.54464
587680.662749,4141257.6132
587680.678928,4141257.68181
587680.712252,4141257.8187
587680.728445,4141257.88728
587680.744661,4141257.95589
587680.760881,4141258.02447
587680.794345,4141258.16144
587680.810604,4141258.23002
587680.826879,4141258.29862
587680.843161,4141258.36721
587680.876753,4141258.50418
587680.89309,4141258.57278
587680.909428,4141258.64138
587680.925774,4141258.71001
587680.959446,4141258.84707
587680.975794,4141258.9157
587680.992153,4141258.98436
587681.008517,4141259.053
587681.042249,4141259.19005
587681.058655,4141259.2587
587681.075091,4141259.32738
587681.108955,4141259.46437
587681.126327,4141259.53419
587681.142937,4141259.60282
587681.160651,4141259.67118
587681.178382,4141259.73959
587681.213645,4141259.87636
587681.231371,4141259.94478
587681.24911,4141260.0132
587681.266852,4141260.08161
587681.302164,4141260.21847
587681.319903,4141260.28692
587681.337641,4141260.35536
587681.372961,4141260.4923
587681.390729,4141260.5608
587681.408484,4141260.62925
587681.426245,4141260.69771
587681.444022,4141260.76622
587681.479421,4141260.90326
587681.497955,4141260.97301
587681.515875,4141261.0416
587681.533788,4141261.11012
587681.56942,4141261.24724
587681.587377,4141261.31572
587681.605291,4141261.38432
587681.640962,4141261.52141
587681.658915,4141261.58999
587681.676868,4141261.65855
587681.694818,4141261.7271
587681.712778,4141261.79571
587681.748499,4141261.93287
587681.766463,4141262.00151
587681.784426,4141262.07012
587681.802402,4141262.13876
587681.838174,4141262.27596
587681.856171,4141262.34463
587681.874166,4141262.41325
587681.892179,4141262.48193
587681.928017,4141262.61924
587681.946025,4141262.68793
587681.964023,4141262.75661
587681.983185,4141262.8266
587682.019212,4141262.96403
587682.03738,4141263.03281
587682.055542,4141263.10158
587682.073692,4141263.1703
587682.109771,4141263.30778
587682.127963,4141263.37646
587682.146177,4141263.44524
587682.164379,4141263.514
587682.200464,4141263.65147
587682.218631,4141263.72022
587682.236708,4141263.78901
587682.253142,4141263.85913
587682.288296,4141263.99693
587682.305744,4141264.06596
587682.323199,4141264.135
587682.340651,4141264.20405
587682.375808,4141264.34189
587682.393248,4141264.41096
587682.410676,4141264.48
587682.428106,4141264.54908
587682.46321,4141264.68703
587682.480613,4141264.75615
587682.497989,4141264.82525
587682.515933,4141264.89539
587682.551029,4141265.03341
587682.56846,4141265.10249
587682.585909,4141265.17158
587682.603277,4141265.24064
587682.638374,4141265.3786
587682.655741,4141265.44762
587682.673113,4141265.51669
587682.708152,4141265.65467
587682.725495,4141265.72381
587682.742805,4141265.79288
587682.760113,4141265.86199
587682.795041,4141266.00006
587682.812317,4141266.06919
587682.829595,4141266.13836
587682.846868,4141266.20752
587682.864144,4141266.27667
587682.899068,4141266.41488
587682.916359,4141266.48404
587682.933663,4141266.55323
587682.950972,4141266.62242
587682.985921,4141266.76062
587683.003234,4141266.82984
587683.020539,4141266.89902
587683.038656,4141266.96913
587683.073767,4141267.1074
587683.09108,4141267.17657
587683.108388,4141267.24573
587683.125695,4141267.31492
587683.160607,4141267.45316
587683.177868,4141267.52235
587683.195118,4141267.59152
587683.212379,4141267.66077
587683.247218,4141267.79908
587683.264459,4141267.86831
587683.281686,4141267.93751
587683.316529,4141268.0759
587683.333777,4141268.14514
587683.351501,4141268.21419
587683.369249,4141268.28332
587683.386999,4141268.35243
587683.422383,4141268.49069
587683.440154,4141268.55986
587683.457911,4141268.62901
587683.475663,4141268.69814
587683.511871,4141268.83757
587683.529732,4141268.90676
587683.547601,4141268.97595
587683.565471,4141269.04511
587683.601065,4141269.18358
587683.618961,4141269.25281
587683.636867,4141269.32203
587683.65478,4141269.39123
587683.690444,4141269.52965
587683.708374,4141269.59889
587683.726299,4141269.66812
587683.744211,4141269.73735
587683.77982,4141269.87586
587683.797713,4141269.94515
587683.815588,4141270.01441
587683.833463,4141270.08371
587683.869016,4141270.22234
587683.886875,4141270.29166
587683.904736,4141270.361
587683.923444,4141270.43159
587683.959139,4141270.57034
587683.977115,4141270.63969
587683.995103,4141270.70907
587684.013103,4141270.7785
587684.048804,4141270.91726
587684.066798,4141270.98668
587684.084793,4141271.05607
587684.120543,4141271.19488
587684.138556,4141271.26425
587684.156493,4141271.3337
587684.174419,4141271.40309
587684.19236,4141271.47256
587684.228044,4141271.6114
587684.24598,4141271.68088
587684.263929,4141271.75039
587684.281868,4141271.8198
587684.317652,4141271.95876
587684.33565,4141272.02826
587684.353651,4141272.09776
587684.37167,4141272.16728
587684.407543,4141272.30629
587684.425566,4141272.37584
587684.443584,4141272.44535
587684.461358,4141272.51615
587684.497202,4141272.65542
587684.516691,4141272.72708
587684.534665,4141272.79678
587684.552639,4141272.86653
587684.588391,4141273.00588
587684.606327,4141273.07562
587684.624181,4141273.14539
587684.659836,4141273.28481
587684.677694,4141273.35453
587684.69556,4141273.42431
587684.713437,4141273.49414
587684.731293,4141273.56386
587684.766977,4141273.70331
587684.784856,4141273.77312
587684.802715,4141273.84295
587684.820558,4141273.91275
587684.856619,4141274.05334
587684.874521,4141274.12316
587684.89243,4141274.19304
587684.928087,4141274.33262
587684.945962,4141274.40252
587684.963823,4141274.47242
587684.98167,4141274.54229
587684.999521,4141274.6122
587685.03515,4141274.75188
587685.05295,4141274.82177
587685.070748,4141274.89162
587685.088568,4141274.96155
587685.124179,4141275.10118
587685.142009,4141275.17106
587685.159832,4141275.24096
587685.177632,4141275.3108
587685.213254,4141275.45056
587685.231074,4141275.52049
587685.248901,4141275.59045
587685.26673,4141275.66041
587685.302386,4141275.80026
587685.320218,4141275.87018
587685.338062,4141275.94018
587685.355895,4141276.01015
587685.391541,4141276.15004
587685.409373,4141276.22004
587685.427201,4141276.29004
587685.445036,4141276.36007
587685.481103,4141276.50147
587685.498981,4141276.57151
587685.516856,4141276.64157
587685.552544,4141276.78159
587685.570414,4141276.85165
587685.588303,4141276.92162
587685.606181,4141276.99158
587685.624054,4141277.06159
587685.659669,4141277.20155
587685.677507,4141277.27157
587685.695336,4141277.34156
587685.713158,4141277.41158
587685.748699,4141277.5516
587685.766509,4141277.62168
587685.784299,4141277.6917
587685.81981,4141277.83177
587685.837598,4141277.90182
587685.855372,4141277.97184
587685.873167,4141278.04195
587685.890968,4141278.11206
587685.926456,4141278.25219
587685.944223,4141278.32228
587685.961934,4141278.39232
587685.979667,4141278.46245
587686.015042,4141278.60256
587686.033658,4141278.67435
587686.051478,4141278.74452
587686.087023,4141278.88478
587686.104869,4141278.95495
587686.122711,4141279.02509
587686.140556,4141279.09526
587686.158394,4141279.16538
587686.193981,4141279.30567
587686.211821,4141279.3758
587686.229651,4141279.44596
587686.247478,4141279.5161
587686.28305,4141279.65629
587686.300907,4141279.72635
587686.318794,4141279.79651
587686.336659,4141279.8666
587686.372317,4141280.0069
587686.39021,4141280.07706
587686.408112,4141280.14726
587686.425989,4141280.21744
587686.461568,4141280.35773
587686.480563,4141280.42968
587686.498566,4141280.49998
587686.516585,4141280.57027
587686.552425,4141280.71072
587686.570468,4141280.78108
587686.588467,4141280.8514
587686.606455,4141280.92169
587686.641883,4141281.06264
587686.659729,4141281.13273
587686.677559,4141281.20279
587686.695405,4141281.27292
587686.730981,4141281.41315
587686.748818,4141281.4833
587686.766647,4141281.55338
587686.78449,4141281.62347
587686.820074,4141281.76373
587686.837878,4141281.8338
587686.855693,4141281.90392
587686.873512,4141281.97404
587686.909065,4141282.11441
587686.926859,4141282.18456
587686.944652,4141282.25473
587686.962442,4141282.32492
587686.997969,4141282.46538
587687.015785,4141282.53559
587687.033612,4141282.60576
587687.051466,4141282.67594
587687.087514,4141282.81769
587687.105412,4141282.88789
587687.123295,4141282.95808
587687.158941,4141283.09853
587687.176776,4141283.16864
587687.19461,4141283.23876
587687.212432,4141283.3089
587687.230235,4141283.37898
587687.265852,4141283.51931
587687.28366,4141283.58941
587687.301443,4141283.65948
587687.319213,4141283.72957
587687.354765,4141283.86995
587687.37254,4141283.94006
587687.390317,4141284.0102
587687.408075,4141284.08031
587687.443606,4141284.22075
587687.461391,4141284.29094
587687.47917,4141284.36113
587687.496927,4141284.43133
587687.533069,4141284.57396
587687.550932,4141284.64427
587687.568789,4141284.71458
587687.586559,4141284.78491
587687.622084,4141284.92557
587687.639851,4141284.99587
587687.657613,4141285.06612
587687.675393,4141285.13643
587687.710962,4141285.27707
587687.72876,4141285.3474
587687.746641,4141285.41782
587687.764528,4141285.4883
587687.800224,4141285.62918
587687.818118,4141285.69967
587687.836015,4141285.77017
587687.853901,4141285.84066
