timestamp,x,y
1592471906.4374378,0.0,0.0
1592471906.4474545,0.0,0.0
1592471906.45744,0.0,0.0
1592471906.46746,0.0,0.0
1592471906.4774544,0.0,0.0
1592471906.487436,0.0,0.0
1592471906.4973974,0.0,0.0
1592471906.507425,0.0,0.0
1592471906.51746,0.0,0.0
1592471906.5274553,0.0,0.0
1592471906.5374215,0.0,0.0
1592471906.5474646,0.0,0.0
1592471906.557449,0.0,0.0
1592471906.5674531,0.0,0.0
1592471906.5774436,0.0,0.0
1592471906.5874643,0.0,0.0
1592471906.597457,0.0,0.0
1592471906.6074865,0.0,0.0
1592471906.6174111,0.0,0.0
1592471906.627445,0.0,0.0
1592471906.637412,0.0,0.0
1592471906.6474354,0.0,0.0
1592471906.6574776,0.0,0.0
1592471906.6674562,0.0,0.0
1592471906.6774082,0.0,0.0
1592471906.6874495,0.0,0.0
1592471906.697447,0.0,0.0
1592471906.70742,0.0,0.0
1592471906.7174404,0.0,0.0
1592471906.7274444,0.0,0.0
1592471906.7374535,0.0,0.0
1592471906.7474277,0.0,0.0
1592471906.7574515,0.0,0.0
1592471906.7674506,0.0,0.0
1592471906.7774465,0.0,0.0
1592471906.7874362,0.0,0.0
1592471906.7974246,0.0,0.0
1592471906.8074467,0.0,0.0
1592471906.8174455,0.0,0.0
1592471906.8274243,0.0,0.0
1592471906.8374422,0.0,0.0
1592471906.8474393,0.0,0.0
1592471906.8574524,0.0,0.0
1592471906.867457,0.0,0.0
1592471906.8774517,0.0,0.0
1592471906.887444,0.0,0.0
1592471906.8974466,0.0,0.0
1592471906.907448,0.0,0.0
1592471906.9174533,0.0,0.0
1592471906.9274168,0.0,0.0
1592471906.9374478,0.0,0.0
1592471906.9474332,0.0,0.0
1592471906.9574587,0.0,0.0
1592471906.9674466,0.0,0.0
1592471906.977448,0.0,0.0
1592471906.9874604,0.0,0.0
1592471906.9974034,0.0,0.0
1592471907.007444,0.0,0.0
1592471907.0174515,0.0,0.0
1592471907.027456,0.0,0.0
1592471907.0374584,0.0,0.0
1592471907.0475283,0.0,0.0
1592471907.0574532,0.0,0.0
1592471907.0674593,0.0,0.0
1592471907.077453,0.0,0.0
1592471907.0874424,0.0,0.0
1592471907.0974057,0.0,0.0
1592471907.1074104,0.0,0.0
1592471907.117431,0.0,0.0
1592471907.1274564,0.0,0.0
1592471907.1374316,0.0,0.0
1592471907.1474605,0.0,0.0
1592471907.157453,0.0,0.0
1592471907.1674142,0.0,0.0
1592471907.1774225,0.0,0.0
1592471907.1874688,0.0,0.0
1592471907.1974459,0.0,0.0
1592471907.2074406,0.0,0.0
1592471907.2174304,0.0,0.0
1592471907.2274582,0.0,0.0
1592471907.2374365,0.0,0.0
1592471907.2474332,0.0,0.0
1592471907.2574458,0.0,0.0
1592471907.2674196,0.0,0.0
1592471907.2774546,0.0,0.0
1592471907.2874408,0.0,0.0
1592471907.297452,0.0,0.0
1592471907.3074174,0.0,0.0
1592471907.317407,0.0,0.0
1592471907.3274121,0.0,0.0
1592471907.3374393,0.0,0.0
1592471907.3474314,0.0,0.0
1592471907.3574002,0.0,0.0
1592471907.3674529,0.0,0.0
1592471907.377422,0.0,0.0
1592471907.3874662,0.0,0.0
1592471907.3974597,0.0,0.0
1592471907.4074345,0.0,0.0
1592471907.4174023,0.0,0.0
1592471907.4274492,0.0,0.0
1592471907.4374053,0.0,0.0
1592471907.4474566,0.0,0.0
1592471907.4574337,0.0,0.0
1592471907.467448,0.0,0.0
1592471907.477472,0.0,0.0
1592471907.4874263,0.0,0.0
1592471907.4974248,0.0,0.0
1592471907.5074525,0.0,0.0
1592471907.517463,0.0,0.0
1592471907.5274463,0.0,0.0
1592471907.5374215,0.0,0.0
1592471907.5474906,0.0,0.0
1592471907.5574474,0.0,0.0
1592471907.5674403,0.0,0.0
1592471907.5774424,0.0,0.0
1592471907.587494,0.0,0.0
1592471907.59747,0.0,0.0
1592471907.6074011,0.0,0.0
1592471907.6174495,0.0,0.0
1592471907.6274107,0.0,0.0
1592471907.6374247,0.0,0.0
1592471907.6474469,0.0,0.0
1592471907.657452,0.0,0.0
1592471907.6674216,0.0,0.0
1592471907.6774364,0.0,0.0
1592471907.687439,0.0,0.0
1592471907.6974523,0.0,0.0
1592471907.7074568,0.0,0.0
1592471907.7174509,0.0,0.0
1592471907.727417,0.0,0.0
1592471907.7374527,0.0,0.0
1592471907.7474222,0.0,0.0
1592471907.7574506,0.0,0.0
1592471907.7674506,0.0,0.0
1592471907.777436,0.0,0.0
1592471907.7874584,0.0,0.0
1592471907.7974663,0.0,0.0
1592471907.8074532,0.0,0.0
1592471907.8174443,0.0,0.0
1592471907.8274143,0.0,0.0
1592471907.837404,0.0,0.0
1592471907.8474514,0.0,0.0
1592471907.8594182,0.0,0.0
1592471907.867451,0.0,0.0
1592471907.8774526,0.0,0.0
1592471907.8874094,0.0,0.0
1592471907.8974252,0.0,0.0
1592471907.9074466,0.0,0.0
1592471907.917412,0.0,0.0
1592471907.9274416,0.0,0.0
1592471907.9374459,0.0,0.0
1592471907.947454,0.0,0.0
1592471907.9574103,0.0,0.0
1592471907.9674432,0.0,0.0
1592471907.9774497,0.0,0.0
1592471907.9874663,0.0,0.0
1592471907.9974456,0.0,0.0
1592471908.0074189,0.0,0.0
1592471908.0174417,0.0,0.0
1592471908.027442,0.0,0.0
1592471908.0374422,0.0,0.0
1592471908.0474472,0.0,0.0
1592471908.0574572,0.0,0.0
1592471908.0674014,0.0,0.0
1592471908.077442,0.0,0.0
1592471908.0874474,0.0,0.0
1592471908.0974255,0.0,0.0
1592471908.1073954,0.0,0.0
1592471908.1174107,0.0,0.0
1592471908.127422,0.0,0.0
1592471908.1374233,0.0,0.0
1592471908.1474366,0.0,0.0
1592471908.1574116,0.0,0.0
1592471908.1674209,0.0,0.0
1592471908.1774514,0.0,0.0
1592471908.1874454,0.0,0.0
1592471908.1974418,0.0,0.0
1592471908.2074337,0.0,0.0
1592471908.2174478,0.0,0.0
1592471908.2274015,0.0,0.0
1592471908.2374427,0.0,0.0
1592471908.2474153,0.0,0.0
1592471908.2574642,0.0,0.0
1592471908.2674098,0.0,0.0
1592471908.2774448,0.0,0.0
1592471908.2874467,0.0,0.0
1592471908.297423,0.0,0.0
1592471908.3074512,0.0,0.0
1592471908.3174229,0.0,0.0
1592471908.3274565,0.0,0.0
1592471908.3374014,0.0,0.0
1592471908.3474073,0.0,0.0
1592471908.3574502,0.0,0.0
1592471908.3674095,0.0,0.0
1592471908.3774388,0.0,0.0
1592471908.387465,0.0,0.0
1592471908.398153,0.0,0.0
1592471908.407435,0.0,0.0
1592471908.4174445,0.0,0.0
1592471908.4274416,0.0,0.0
1592471908.4374437,0.0,0.0
1592471908.4474752,0.0,0.0
1592471908.4574652,0.0,0.0
1592471908.4674284,0.0,0.0
1592471908.4774494,0.0,0.0
1592471908.4874537,0.0,0.0
1592471908.497449,0.0,0.0
1592471908.507428,0.0,0.0
1592471908.5174663,0.0,0.0
1592471908.527459,0.0,0.0
1592471908.537454,0.0,0.0
1592471908.5474608,0.0,0.0
1592471908.5574744,0.0,0.0
1592471908.5674484,0.0,0.0
1592471908.5774477,0.0,0.0
1592471908.5905178,0.0,0.0
1592471908.5974524,0.0,0.0
1592471908.6074095,0.0,0.0
1592471908.617422,0.0,0.0
1592471908.6274524,0.0,0.0
1592471908.6374245,0.0,0.0
1592471908.647449,0.0,0.0
