timestamp,speed,steering_percentage
1590831357.8646533,0.0,-0.1882352977991104
1590831357.8716896,0.0,-0.1882352977991104
1590831357.8837373,0.0,-0.1882352977991104
1590831357.8937323,0.0,-0.1882352977991104
1590831357.9037256,0.0,-0.1882352977991104
1590831357.9137433,0.0,-0.1882352977991104
1590831357.9237375,0.0,-0.1882352977991104
1590831357.933703,0.0,-0.1882352977991104
1590831357.943733,0.0,-0.1882352977991104
1590831357.9537404,0.0,-0.1882352977991104
1590831357.9636943,0.0,-0.1882352977991104
1590831357.973737,0.0,-0.1882352977991104
1590831357.9837434,0.0,-0.1882352977991104
1590831357.9937367,0.0,-0.1882352977991104
1590831358.0037355,0.0,-0.1882352977991104
1590831358.0137408,0.0,-0.1882352977991104
1590831358.023733,0.0,-0.1882352977991104
1590831358.0337365,0.0,-0.1882352977991104
1590831358.0437276,0.0,-0.1882352977991104
1590831358.0566065,0.0,-0.1882352977991104
1590831358.0597148,0.0,-0.1882352977991104
1590831358.0737324,0.0,-0.1882352977991104
1590831358.0837197,0.0,-0.1882352977991104
1590831358.0937326,0.0,-0.1882352977991104
1590831358.1036978,0.0,-0.1882352977991104
1590831358.1137369,0.0,-0.1882352977991104
1590831358.1237304,0.0,-0.1882352977991104
1590831358.133728,0.0,-0.1882352977991104
1590831358.1436949,0.0,-0.1882352977991104
1590831358.153737,0.0,-0.1882352977991104
1590831358.1637394,0.0,-0.1882352977991104
1590831358.1737232,0.0,-0.1882352977991104
1590831358.1837327,0.0,-0.1882352977991104
1590831358.193698,0.0,-0.1882352977991104
1590831358.2046037,0.0,-0.1882352977991104
1590831358.2117426,0.0,-0.1882352977991104
1590831358.224592,0.0,-0.1882352977991104
1590831358.2317467,0.0,-0.1882352977991104
1590831358.2437055,0.0,-0.1882352977991104
1590831358.2537115,0.0,-0.1882352977991104
1590831358.2637424,0.0,-0.1882352977991104
1590831358.2737567,0.0,-0.1882352977991104
1590831358.2837327,0.0,-0.1882352977991104
1590831358.2937388,0.0,-0.1882352977991104
1590831358.303744,0.0,-0.1882352977991104
1590831358.3136916,0.0,-0.1882352977991104
1590831358.323731,0.0,-0.1882352977991104
1590831358.3337417,0.0,-0.1882352977991104
1590831358.3437092,0.0,-0.1882352977991104
1590831358.3537426,0.0,-0.1882352977991104
1590831358.3637462,0.0,-0.1882352977991104
1590831358.37374,0.0,-0.1882352977991104
1590831358.383734,0.0,-0.1882352977991104
1590831358.3937323,0.0,-0.1882352977991104
1590831358.403744,0.0,-0.1882352977991104
1590831358.4136875,0.0,-0.1882352977991104
1590831358.4236941,0.0,-0.1882352977991104
1590831358.4337409,0.0,-0.1882352977991104
1590831358.443716,0.0,-0.1882352977991104
1590831358.4537385,0.0,-0.1882352977991104
1590831358.4637382,0.0,-0.1882352977991104
1590831358.4737368,0.0,-0.1882352977991104
1590831358.4836955,0.0,-0.1882352977991104
1590831358.4937172,0.0,-0.1882352977991104
1590831358.5037487,0.0,-0.1882352977991104
1590831358.5137365,0.0,-0.1882352977991104
1590831358.5237312,0.0,-0.1882352977991104
1590831358.5337324,0.0,-0.1882352977991104
1590831358.543735,0.0,-0.1882352977991104
1590831358.5537386,0.0,-0.1882352977991104
1590831358.5637367,0.0,-0.1882352977991104
1590831358.5736904,0.0,-0.1882352977991104
1590831358.5837348,0.0,-0.1882352977991104
1590831358.593992,0.0,-0.1882352977991104
1590831358.6037087,0.0,-0.1882352977991104
1590831358.6137357,0.0,-0.1882352977991104
1590831358.6237364,0.0,-0.1882352977991104
1590831358.6337268,0.0,-0.1882352977991104
1590831358.6437383,0.0,-0.1882352977991104
1590831358.6537912,0.0,-0.1882352977991104
1590831358.6637447,0.0,-0.1882352977991104
1590831358.6737382,0.0,-0.1882352977991104
1590831358.6837258,0.0,-0.1882352977991104
1590831358.6937068,0.0,-0.1882352977991104
1590831358.7045863,0.0,-0.1882352977991104
1590831358.7117295,0.0,-0.1882352977991104
1590831358.7237327,0.0,-0.1882352977991104
1590831358.7337265,0.0,-0.1882352977991104
1590831358.7437363,0.0,-0.1882352977991104
1590831358.7536979,0.0,-0.1882352977991104
1590831358.7637384,0.0,-0.1882352977991104
1590831358.773711,0.0,-0.1882352977991104
1590831358.7837293,0.0,-0.1882352977991104
1590831358.7936978,0.0,-0.1882352977991104
1590831358.8037457,0.0,-0.1882352977991104
1590831358.8137398,0.0,-0.1882352977991104
1590831358.8237522,0.0,-0.1882352977991104
1590831358.8337305,0.0,-0.1882352977991104
1590831358.843728,0.0,-0.1882352977991104
1590831358.8537405,0.0,-0.1882352977991104
1590831358.863733,0.0,-0.1882352977991104
1590831358.8737469,0.0,-0.1882352977991104
1590831358.8837342,0.0,-0.1882352977991104
1590831358.893748,0.0,-0.1882352977991104
1590831358.9037428,0.0,-0.1882352977991104
1590831358.9137392,0.0,-0.1882352977991104
1590831358.9237401,0.0,-0.1882352977991104
1590831358.9337132,0.0,-0.1882352977991104
1590831358.9437363,0.0,-0.1882352977991104
1590831358.9537451,0.0,-0.1882352977991104
1590831358.9637413,0.0,-0.1882352977991104
1590831358.9737072,0.0,-0.1882352977991104
1590831358.9837322,0.0,-0.1882352977991104
1590831358.99373,0.0,-0.1882352977991104
1590831359.0037045,0.0,-0.1882352977991104
1590831359.0137372,0.0,-0.1882352977991104
1590831359.0237281,0.0,-0.1882352977991104
1590831359.033733,0.0,-0.1882352977991104
1590831359.0437317,0.0,-0.1882352977991104
1590831359.0537434,0.0,-0.1882352977991104
1590831359.0637338,0.0,-0.1882352977991104
1590831359.0737078,0.0,-0.1882352977991104
1590831359.0836942,0.0,-0.1882352977991104
1590831359.093737,0.0,-0.1882352977991104
1590831359.1037455,0.0,-0.1882352977991104
1590831359.1137352,0.0,-0.1882352977991104
1590831359.123703,0.0,-0.1882352977991104
1590831359.1337237,0.0,-0.1882352977991104
1590831359.1437376,0.0,-0.1882352977991104
1590831359.1538234,0.0,-0.1882352977991104
1590831359.1637375,0.0,-0.1882352977991104
1590831359.1737382,0.0,-0.1882352977991104
1590831359.1837318,0.0,-0.1882352977991104
1590831359.1937356,0.0,-0.1882352977991104
1590831359.2037451,0.0,-0.1882352977991104
1590831359.2137308,0.0,-0.1882352977991104
1590831359.2237349,0.0,-0.1882352977991104
1590831359.2337394,0.0,-0.1882352977991104
1590831359.243735,0.0,-0.1882352977991104
1590831359.253743,0.0,-0.1882352977991104
1590831359.263699,0.0,-0.1882352977991104
1590831359.2737384,0.0,-0.1882352977991104
1590831359.2836943,0.0,-0.1882352977991104
1590831359.2937367,0.0,-0.1882352977991104
1590831359.3037322,0.0,-0.1882352977991104
1590831359.3137395,0.0,-0.1882352977991104
1590831359.3236954,0.0,-0.1882352977991104
1590831359.3337271,0.0,-0.1882352977991104
1590831359.3437061,0.0,-0.1882352977991104
1590831359.3537476,0.0,-0.1882352977991104
1590831359.3637345,0.0,-0.1882352977991104
1590831359.3737352,0.0,-0.1882352977991104
1590831359.3837283,0.0,-0.1882352977991104
1590831359.3937361,0.0,-0.1882352977991104
1590831359.4037473,0.0,-0.1882352977991104
1590831359.4137075,0.0,-0.1882352977991104
1590831359.4237425,0.0,-0.1882352977991104
1590831359.433734,0.0,-0.1882352977991104
1590831359.4437313,0.0,-0.1882352977991104
1590831359.4537213,0.0,-0.1882352977991104
1590831359.4637282,0.0,-0.1882352977991104
1590831359.4736958,0.0,-0.1882352977991104
1590831359.4837317,0.0,-0.1882352977991104
1590831359.4937348,0.0,-0.1882352977991104
1590831359.5036964,0.0,-0.1882352977991104
1590831359.5137255,0.0,-0.1882352977991104
1590831359.5237043,0.0,-0.1882352977991104
1590831359.5337334,0.0,-0.1882352977991104
1590831359.5437288,0.0,-0.1882352977991104
1590831359.5537426,0.0,-0.1882352977991104
1590831359.5637414,0.0,-0.1882352977991104
1590831359.5737803,0.0,-0.1882352977991104
1590831359.5837336,0.0,-0.1882352977991104
1590831359.5937016,0.0,-0.1882352977991104
1590831359.603745,0.0,-0.1882352977991104
1590831359.6137462,0.0,-0.1882352977991104
1590831359.623802,0.0,-0.1882352977991104
1590831359.633739,0.0,-0.1882352977991104
1590831359.6437385,0.0,-0.1882352977991104
1590831359.653727,0.0,-0.1882352977991104
1590831359.6637433,0.0,-0.1882352977991104
1590831359.673746,0.0,-0.1882352977991104
1590831359.6837294,0.0,-0.1882352977991104
1590831359.6937406,0.0,-0.1882352977991104
1590831359.7046025,0.0,-0.1882352977991104
1590831359.7117476,0.0,-0.1882352977991104
1590831359.7237494,0.0,-0.1882352977991104
1590831359.7337413,0.0,-0.1882352977991104
1590831359.7437437,0.0,-0.1882352977991104
1590831359.753745,0.0,-0.1882352977991104
1590831359.7637386,0.0,-0.1882352977991104
1590831359.7736998,0.0,-0.1882352977991104
1590831359.7837267,0.0,-0.1882352977991104
1590831359.7936888,0.0,-0.1882352977991104
1590831359.803745,0.0,-0.1882352977991104
1590831359.8137364,0.0,-0.1882352977991104
1590831359.8237386,0.0,-0.1882352977991104
1590831359.8337433,0.0,-0.1882352977991104
1590831359.8437376,0.0,-0.1882352977991104
1590831359.8537474,0.0,-0.1882352977991104
1590831359.863734,0.0,-0.1882352977991104
1590831359.8737466,0.0,-0.1882352977991104
1590831359.8837361,0.0,-0.1882352977991104
1590831359.8937008,0.0,-0.1882352977991104
1590831359.9037445,0.0,-0.1882352977991104
1590831359.9137344,0.0,-0.1882352977991104
1590831359.92374,0.0,-0.1882352977991104
1590831359.933697,0.0,-0.1882352977991104
