time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location,imu
1590560519.0568,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.0607,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.0669,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.0708,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.0768,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.0808,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.0869,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.0908,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.0968,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1008,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1069,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1108,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1169,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1258,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1268,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1318,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1369,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1418,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1468,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1518,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1569,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1618,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1669,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1718,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1768,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1818,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1869,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.1918,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.1969,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2018,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2069,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2118,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2169,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2218,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2269,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2318,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2369,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2418,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2469,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2518,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2569,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2618,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2669,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2718,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2769,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2818,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2869,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.2918,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.2969,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3018,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3068,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3118,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3168,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3218,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3269,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3318,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3369,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3418,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3468,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3518,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3568,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3617,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3669,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3718,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3768,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3818,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3869,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.3918,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.3968,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4018,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4068,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4118,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4169,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4218,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4268,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4318,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4368,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4418,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4468,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4520,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4568,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4618,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4669,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4718,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4768,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4818,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4868,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.4918,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.4968,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5018,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5068,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5118,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5168,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5218,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5268,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5318,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5369,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5418,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5468,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5518,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5568,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5618,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5669,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5717,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5768,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5818,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5869,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.5917,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.5968,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6018,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6069,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6118,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6169,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6218,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6269,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6318,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6369,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6418,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6468,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6518,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6568,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6618,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6668,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6718,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6768,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6818,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6868,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.6918,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.6968,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7018,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7068,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7118,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7169,0,1,50,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7201,1,1,0,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7218,0,1,0,12.0,1,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7269,0,1,0,12.0,1,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7318,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7368,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7418,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7468,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7518,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7568,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7618,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7669,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7718,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7768,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7818,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7868,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.7918,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.7969,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8018,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8069,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8118,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8168,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8218,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8268,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8318,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8369,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8418,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8468,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8518,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8569,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8618,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8669,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8718,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8769,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8818,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8868,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.8918,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.8968,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9018,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9068,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9118,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9169,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9218,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9269,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9298,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9369,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9418,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9469,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9518,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9569,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9618,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9669,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9718,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9769,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9818,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9869,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560519.9918,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560519.9969,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0018,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0069,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0118,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0169,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0218,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0269,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0318,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0369,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0419,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0469,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0518,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0568,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0618,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0669,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0718,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0769,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0818,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0869,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.0918,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.0968,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1019,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1068,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1118,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1169,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1218,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1268,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1319,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1369,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1418,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1469,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1518,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1569,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1618,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1669,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1718,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1768,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1818,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1869,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.1918,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.1968,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2018,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2069,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2118,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2169,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2261,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2282,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2318,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2369,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2418,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2469,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2517,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2569,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2617,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2669,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2717,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2768,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2819,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2868,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.2917,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.2969,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3017,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3068,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3118,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3169,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3217,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3269,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3317,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3369,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3417,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3468,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3517,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3569,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3617,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3669,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3717,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3768,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3817,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3869,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.3917,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.3968,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4017,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4068,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4117,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4169,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4238,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4268,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4318,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4369,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4418,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4468,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4518,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4568,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4618,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4668,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4718,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4768,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4817,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4868,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.4918,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.4968,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5018,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5068,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5118,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5168,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5218,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5268,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5318,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5368,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5418,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5468,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5518,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5568,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5617,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5669,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5717,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5768,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5818,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5868,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.5917,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.5968,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.6018,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.6068,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.6118,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.6176,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.6218,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.6268,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.6317,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.6368,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.6417,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.6468,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.6517,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
1590560520.6568,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,0,0.05
1590560520.6618,0,1,50,12.0,0,0.0,nan,1,0.0,0.0,6,0.05
